PACE_NUMBER,PACE_NAME,STATUS,PROGRAM,SUB_PROGRAM,FORECAST_YEAR,SOURCE_JOB_NUMBER,RAN_REGION,MARKET,SUBMARKET,LATITUDE,LONGITUDE,PRODUCT_GROUP,PRODUCT_SUBGROUP,NATIONAL_PROGRAM,USID,FA_LOCATION_CODE,CURRENT_NEED_BY_DATE,ONAIR_PLAN,ONAIR_FORECAST,ONAIR_ACTUAL,ROW_NUM
MROAR027823,AEP TULSA DAS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-05450,CENTRAL,ARKANSAS/OKLAHOMA,TULSA OK,36.151055,-95.986325,LTE Next Carrier,iDAS,IB-LTE Next Carrier,140043,12900598,12-31-2019,null,12-16-2020,null,264
MRIND034923,Ruoff Home Mortgage Music Center (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,NER-RIND-18-05986,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,40.0052167,-85.9311917,LTE Next Carrier,iDAS,IB-LTE Next Carrier,150415,12919644,04-30-2019,null,04-01-2020,null,125
MRIND033551,Eli Lilly LTC South (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,NER-RIND-18-04353,CENTRAL,MICHIGAN/INDIANA,INDIANAPOLIS,39.7457528,-86.1874778,LTE Next Carrier,iDAS,IB-LTE Next Carrier,144918,12978264,07-31-2019,null,01-15-2020,null,103
MRCHI015684,University of Illinois (Memorial Stadium)-NSB,Active,IB ALL,IB-New Site,2020,NCR-RCHI-13-01155,CENTRAL,ILLINOIS/WISCONSIN,CENTRAL ILLINOIS,null,null,New Site,iDAS,IB-New Site,null,12979683,12-31-2019,null,12-31-2020,null,1
MRUMW023973,US Bank Stadium IB Densification (Final Four 2019),Active,IB ALL,IB-DAS Modification,2020,CR_-RUMW-18-01672,CENTRAL,NORTHERN PLAINS,MINNESOTA,44.9776667,-93.2669694,DAS Modification,Capacity MOD,IB-DAS Modification,170912,12980783,12-31-2020,null,01-31-2020,null,338
MRCHI036132,Lurie Research and Simpson Querrey -  (BTS Only),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-02898,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,null,null,New Site,3rd Party DAS,IB-New Site,null,13025731,07-31-2019,null,12-31-2020,null,53
MRSTX041718,MURPHY OIL CORPORATE OFFICE_HOUSTON ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-04310,CENTRAL,SOUTH TEXAS,HOUSTON,29.783412,-95.5357,LTE Next Carrier,iDAS,IB-LTE Next Carrier,148876,13033220,01-31-2019,null,06-11-2020,null,302
MRIND034328,FIAT CHRYSLER AUTOMOTIVE FEATHERSTONE ISE SMALL CELL,Active,IB ALL,IB-Small Cell,2020,NER-RIND-18-05965,CENTRAL,MICHIGAN/INDIANA,DETROIT,null,null,Small Cell,Indoor MultiStandard upgrade (UC2),IB-Small Cell,null,13039024,12-31-2019,null,03-25-2020,null,114
MRNTX043101,WILLIAM P CLEMENTS JR UNIVERSITY HOSPITAL - DAS MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RNTX-18-06760,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.812724,-96.838635,DAS Modification,Other MOD,IB-DAS Modification,159956,13063305,07-31-2019,null,06-30-2020,null,219
MRNTX036867,Cityplace Center (42 floors DART stop & tunnel),Active,IB ALL,IB-New Site,2020,CR_-RNTX-17-14285,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,iDAS,IB-New Site,null,13063310,12-31-2020,null,06-30-2020,null,201
MRNTX036866,Gexa Energy Pavilion (Fair Park Music entire venue),Active,IB ALL,IB-New Site,2020,CR_-RNTX-17-14281,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,null,null,New Site,iDAS,IB-New Site,null,13063311,12-31-2020,null,06-30-2020,null,200
MRNTX046242,SWA HQ CAMPUS  PLANT MAINTENANCE ISE MOD,Active,IB ALL,IB-DAS Modification,2020,CR_-RNTX-18-10388,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.841825,-96.8633111,DAS Modification,Other MOD,IB-DAS Modification,154489,13077073,05-31-2019,null,06-30-2020,null,239
MRSTX041717,HALLIBURTON - SUPER CAMP ISE (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RSTX-18-04333,CENTRAL,SOUTH TEXAS,SAN ANTONIO,29.21853,-98.406055,LTE Next Carrier,iDAS,IB-LTE Next Carrier,154607,13077080,10-31-2018,null,09-11-2020,null,301
MRIND016242,SKI BRULE - IRON RIVER(SKI BRULE - IRON RIVER)-IRON RIVER-MICHIGAN-Small Cell Indoor Public NSB,Active,IB ALL,IB-Small Cell,2020,NER-RIND-15-04250,CENTRAL,MICHIGAN/INDIANA,NORTHERN MI,46.02891,-88.698947,Small Cell,Indoor MultiStandard Cov/Cap (UC3),IB-Small Cell,171314,13098394,12-31-2018,null,06-01-2020,null,89
MRCHI034269,303 E Wacker (Chicago Pilot),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-00304,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.88729,-87.62007,New Site,iDAS,IB-New Site,211241,13131235,12-31-2019,null,12-31-2020,null,38
MRNTX046875,State Farm (Verizon MOD 3rd AMD),Active,IB ALL,IB-Neutral Host Tenant Add,2020,CR_-RNTX-18-10802,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,33.0018222,-96.70155,Neutral Host Tenant Add,iDAS,IB-Neutral Host Tenant Add,161350,13215069,09-30-2019,null,06-30-2020,null,232
MRNTX033986,STATE FARM RICHARDSON (Split 1 existing DAS sector (# 2).  New DAS sector to include:  LTE 1C (700 10MHz MIMO) LTE 2C (PCS 10MHz MIMO) and LTE 3C (850 10MHz MIMO).  Expand LTE 3C BWE (850 MIMO) from 10MHz to 20MHz on 1 new DAS sector),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-17-12176,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,33.0018222,-96.70155,LTE Next Carrier,iDAS,IB-LTE Next Carrier,161350,13215069,12-31-2018,null,06-30-2020,null,195
MRIND028118,Franklin oDAS (Split 1 existing DAS sector (OML03086-Alpha which has 6 oDAS nodes).  New DAS sector to include LTE 1C (700 10MHz MIMO),Active,IB ALL,IB-LTE Next Carrier,2020,NER-RIND-17-07509,CENTRAL,MICHIGAN/INDIANA,DETROIT,42.5777778,-83.2836111,LTE Next Carrier,iDAS,IB-LTE Next Carrier,163680,13233665,12-31-2018,null,06-01-2020,null,91
MRIND035769,FRANKLIN BLOOMFIELD DAS (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,NER-RIND-18-06950,CENTRAL,MICHIGAN/INDIANA,DETROIT,42.5777778,-83.2836111,LTE Next Carrier,iDAS,IB-LTE Next Carrier,163680,13233665,01-31-2019,null,03-31-2020,null,127
MRKSL031405,Scottrade Center (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RKSL-18-10609,CENTRAL,GREATER MIDWEST,ST. LOUIS,38.62686,-90.20278,LTE Next Carrier,iDAS,IB-LTE Next Carrier,161243,13248458,01-31-2019,null,03-15-2020,null,173
MRCHI034279,Fairmont Chicago Millennium Park Hotel (Chicago Pilot),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-00314,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.88613,-87.62131,New Site,iDAS,IB-New Site,163551,13279407,12-31-2019,null,12-31-2020,null,50
MROAR025669,AMERICAN FIDELITY (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-ROAR-18-02884,CENTRAL,ARKANSAS/OKLAHOMA,OKLAHOMA CITY,35.562063,-97.51149,LTE Next Carrier,iDAS,IB-LTE Next Carrier,155621,13285277,06-28-2019,null,06-29-2020,null,251
MRNTX042631,PARKLAND HOSPITAL - NEW FACILITY (Carrier Add),Active,IB ALL,IB-LTE Next Carrier,2020,CR_-RNTX-18-06490,CENTRAL,NORTH TEXAS,DALLAS FT. WORTH,32.811985,-96.836781,LTE Next Carrier,iDAS,IB-LTE Next Carrier,163029,13285278,10-31-2019,null,06-30-2020,null,212
MRSTX039321,BROOKE ARMY MEDICAL CENTER ISE NSB,Active,IB ALL,IB-New Site,2020,CR_-RSTX-18-01896,CENTRAL,SOUTH TEXAS,SAN ANTONIO,null,null,New Site,ISE,IB-New Site,null,13339987,12-31-2018,null,06-07-2020,null,292
MRCHI034272,2 North Riverside Plaza (Chicago Pilot),Active,IB ALL,IB-New Site,2020,CR_-RCHI-18-00306,CENTRAL,ILLINOIS/WISCONSIN,CHICAGO,41.8824427,-87.6394681,New Site,iDAS,IB-New Site,166073,13357915,12-31-2019,null,12-31-2020,null,42
